dataset_id,target_word
train_pc_ma_hv167_pc_ma_hv167_794_2932.35_2934.83.wav,jango
train_pc_ma_hv017_pc_ma_hv017_1056_3823.401_3830.562.wav,sensibilidade
train_pc_ma_hv116_pc_ma_hv116_764_3526.70_3531.88.wav,paraty
train_pc_ma_hv029_pc_ma_hv029_795_2513.71_2517.59.wav,calça
train_pc_ma_hv043_pc_ma_hv043_101_463.77_468.256.wav,heródoto
train_pc_ma_hv014_pc_ma_hv014_32_113.137_119.721.wav,juctiba
train_pc_ma_hv134_pc_ma_hv134_1175_5672.28_5678.65.wav,gerontóloga
train_pc_ma_hv272_pc_ma_hv272_599_2710.66_2715.0209999999997.wav,mal-humorado
train_mb_hv128_mb_hv128_16_85.30_88.60.wav,senhora
train_mb_hv105_mb_hv105_571_2069.99_2075.13.wav,batelão
train_pc_ma_hv038_pc_ma_hv038_689_3028.78_3032.87.wav,datilografia
train_pc_ma_hv238_pc_ma_hv238_261_1104.472_1105.7730000000001.wav,estrela
train_pc_ma_hv151_pc_ma_hv151_899_2613.86_2614.56.wav,ponto turístico
train_pc_ma_hv266_pc_ma_hv266_2574_7918.714_7922.537.wav,farda
train_pc_ma_hv036_pc_ma_hv036_651_3412.03_3413.99.wav,clóvis
train_pc_ma_hv073_pc_ma_hv073_893_4058.40_4063.72.wav,"mildred, creche"
train_pc_ma_hv136_pc_ma_hv136_217_1222.50_1233.09.wav,mãe
train_mb_hv106_mb_hv106_161_677.06_685.46.wav,"várzea, piracucu, coagido"
train_pc_ma_hv127_pc_ma_hv127_1286_6298.78_6301.90.wav,lata
train_mb_hv131_mb_hv131_83_298.19_299.55.wav,mandioca
train_pc_ma_hv204_pc_ma_hv204_458_2145.3109999999997_2154.113.wav,avenida rangel pestana
train_pc_ma_hv249_pc_ma_hv249_342_1646.4959999999999_1653.0629999999999.wav,caio prada
train_mb_hv132_mb_hv132_685_2317.28_2325.13.wav,peão
train_pc_ma_hv144_pc_ma_hv144_575_3956.217_3961.06.wav,brasília
train_mb_hv133_mb_hv133_741_2091.70_2094.38.wav,cozinhas
train_pc_ma_hv215_pc_ma_hv215_796_2975.004_2976.645.wav,mano
train_pc_ma_hv020_pc_ma_hv020_1486_5701.668_5703.63.wav,hierarquia
train_pc_ma_hv270_pc_ma_hv270_236_1351.8509999999999_1355.814.wav,tia gula
train_mb_hv090_mb_hv090_557_1847.37_1852.73.wav,bom jesus da lapa
train_pc_ma_hv072_pc_ma_hv072_234_1300.85_1329.86.wav,fleb hood phineas africa
train_pc_ma_hv249_pc_ma_hv249_1592_8103.143_8107.864.wav,universidade
train_pc_ma_hv042_pc_ma_hv042_141_723.925_726.087.wav,doutor
train_pc_ma_hv258_pc_ma_hv258_501_3109.972_3115.654.wav,luxtraí
train_pc_ma_hv134_pc_ma_hv134_678_3062.15_3066.36.wav,meeiro
train_pc_ma_hv062_pc_ma_hv062_1529_6974.684_6976.025.wav,nicarágua
train_pc_ma_hv177_pc_ma_hv177_353_2261.84_2267.45.wav,fazendo as pazes
train_pc_ma_hv014_pc_ma_hv014_697_2847.114_2853.055.wav,água encanada
train_pc_ma_hv083_pc_ma_hv083_121_675.52_676.71.wav,rua guaianazes
train_mb_hv131_mb_hv131_186_625.08_629.66.wav,dia sete
train_pc_ma_hv194_pc_ma_hv194_1240_5090.23_5118.26.wav,"enriquecer, acervo"
train_pc_ma_hv024_pc_ma_hv024_576_4537.22_4539.742.wav,na ativa
train_pc_ma_hv178_pc_ma_hv178_1750_7033.67_7039.44.wav,"missão, beneditino"
train_pc_ma_hv238_pc_ma_hv238_2489_11087.645_11090.406.wav,muvuca
train_pc_ma_hv127_pc_ma_hv127_1528_7617.07_7619.97.wav,aria
train_mb_hv105_mb_hv105_452_1647.54_1652.04.wav,saiona
train_mb_hv129_mb_hv129_487_1247.94_1251.76.wav,rondônia
train_pc_ma_hv259_pc_ma_hv259_1349_6344.887_6349.768.wav,antigo
train_pc_ma_hv087_pc_ma_hv087_940_4498.08_4513.65.wav,"sharp, simp"
train_mb_hv129_mb_hv129_106_257.68_260.89.wav,"estopa, calafetar"
train_pc_ma_hv157_pc_ma_hv157_152_891.23_896.35.wav,quartos
train_pc_ma_hv266_pc_ma_hv266_2381_7339.318_7345.146.wav,bairro
train_mb_hv101_mb_hv101_583_1933.88_1938.85.wav,grelar
train_pc_ma_hv078_pc_ma_hv078_772_3034.41_3041.65.wav,pares de sapato
train_pc_ma_hv273_pc_ma_hv273_85_674.596_675.457.wav,passanel
train_pc_ma_hv262_pc_ma_hv262_651_4553.283_4563.066.wav,graac
train_pc_ma_hv136_pc_ma_hv136_372_2070.18_2076.83.wav,campos do jordão
train_pc_ma_hv224_pc_ma_hv224_938_3022.102_3023.143.wav,jânio quadros
train_pc_ma_hv140_pc_ma_hv140_531_2344.29_2348.57.wav,nossa senhora
train_pc_ma_hv030_pc_ma_hv030_906_3611.205_3615.487.wav,expressão
train_pc_ma_hv098_pc_ma_hv098_1062_4407.33_4411.09.wav,seda
train_pc_ma_hv235_pc_ma_hv235_2156_6892.795_6899.820000000001.wav,"santa izildinha, fazer xixi"
train_pc_ma_hv194_pc_ma_hv194_268_1015.55_1017.37.wav,baile maior pau
train_pc_ma_hv136_pc_ma_hv136_1050_5931.11_5934.94.wav,
train_pc_ma_hv085_pc_ma_hv085_511_2017.50_2020.65.wav,"soletura, ônibus"
train_pc_ma_hv246_pc_ma_hv246_323_1688.623_1690.384.wav,estádio
train_pc_ma_hv002_pc_ma_hv002_1258_5596.275_5600.298.wav,encosta
train_pc_ma_hv048_pc_ma_hv048_248_1433.65_1434.91.wav,são paulo
train_pc_ma_hv167_pc_ma_hv167_1465_5297.68_5300.14.wav,monza
train_pc_ma_hv125_pc_ma_hv125_1210_5883.85_5884.65.wav,"menino, globo"
train_pc_ma_hv110_pc_ma_hv110_1373_6446.89_6453.59.wav,"rezada, missa, saúde"
train_pc_ma_hv137_pc_ma_hv137_740_4094.02_4096.64.wav,reação
train_pc_ma_hv182_pc_ma_hv182_617_3466.032_3491.743.wav,maputi
train_pc_ma_hv034_pc_ma_hv034_46_423.73_429.68.wav,orfeão
train_mb_hv130_mb_hv130_156_591.30_593.94.wav,seringal
train_mb_hv101_mb_hv101_812_2684.62_2686.07.wav,fundura
train_pc_ma_hv204_pc_ma_hv204_737_3462.986_3469.511.wav,mugimirim
train_pc_ma_hv164_pc_ma_hv164_404_2103.47_2105.55.wav,casados
train_pc_ma_hv213_pc_ma_hv213_1463_8201.109999999999_8203.131.wav,fortal
train_pc_ma_hv229_pc_ma_hv229_476_2292.4860000000003_2293.5660000000003.wav,sala de quinta
train_mb_hv115_mb_hv115_950_4124.84_4131.66.wav,"lba, palha"
train_pc_ma_hv270_pc_ma_hv270_497_2750.348_2755.012.wav,costa manso
train_pc_ma_hv224_pc_ma_hv224_1697_5341.226_5343.687.wav,criados
train_pc_ma_hv071_pc_ma_hv071_382_1547.23_1550.04.wav,"fantasias, senhora"
train_pc_ma_hv140_pc_ma_hv140_39_139.66_141.26.wav,vila
train_mb_hv126_mb_hv126_1029_3294.15_3298.85.wav,a pé
train_pc_ma_hv167_pc_ma_hv167_479_1785.75_1787.61.wav,"alérgico, asmático"
train_pc_ma_hv030_pc_ma_hv030_367_1523.978_1530.04.wav,parafarruts
train_pc_ma_hv043_pc_ma_hv043_315_1393.97_1399.471.wav,anúncios
train_pc_ma_hv013_pc_ma_hv013_539_2017.846_2022.749.wav,nossa senhora aparecida
train_pc_ma_hv043_pc_ma_hv043_618_2703.289_2707.711.wav,santa inês
train_pc_ma_hv191_pc_ma_hv191_617_2794.45_2798.01.wav,jacy
train_pc_ma_hv266_pc_ma_hv266_2791_8631.965_8633.465.wav,instituição
train_pc_ma_hv149_pc_ma_hv149_706_3136.83_3138.33.wav,nasceu
train_pc_ma_hv234_pc_ma_hv234_1393_6465.406_6468.027.wav,senhor
train_pc_ma_hv206_pc_ma_hv206_963_5300.977000000001_5303.919000000001.wav,política
train_pc_ma_hv051_pc_ma_hv051_185_1243.32_1244.06.wav,área artística
train_pc_ma_hv098_pc_ma_hv098_642_2562.01_2564.23.wav,geladeira
train_mb_hv126_mb_hv126_1784_5521.57_5522.79.wav,vida
train_pc_ma_hv074_pc_ma_hv074_684_2332.67_2333.34.wav,contato
train_pc_ma_hv217_pc_ma_hv217_184_977.363_981.886.wav,lanchonete
train_pc_ma_hv235_pc_ma_hv235_1878_6009.261_6010.8820000000005.wav,um terço
train_pc_ma_hv005_pc_ma_hv005_779_4982.875_4987.837.wav,assiste
train_pc_ma_hv238_pc_ma_hv238_2617_11688.6_11690.861.wav,falaram
train_pc_ma_hv196_pc_ma_hv196_286_1406.29_1411.06.wav,sesi
train_pc_ma_hv151_pc_ma_hv151_41_169.75_171.01.wav,pé de araçazeiro
train_pc_ma_hv057_pc_ma_hv057_1145_5361.00_5367.29.wav,teatro-educação
train_mb_hv130_mb_hv130_1215_4310.49_4319.87.wav,arvoredo
train_pc_ma_hv025_pc_ma_hv025_391_2065.097_2066.858.wav,tchekhov dostoyesvky
train_pc_ma_hv230_pc_ma_hv230_250_1077.413_1089.2350000000001.wav,"ministro cezino, rua clodomiro "
train_mb_hv104_mb_hv104_411_2164.47_2170.95.wav,macurikanã
train_pc_ma_hv235_pc_ma_hv235_351_1274.413_1276.714.wav,vinho
train_pc_ma_hv242_pc_ma_hv242_845_3452.287_3453.649.wav,corinthians
train_mb_hv124_mb_hv124_10_52.86_55.04.wav,capanema
train_mb_hv133_mb_hv133_387_1075.35_1080.49.wav,surubim
train_pc_ma_hv091_pc_ma_hv091_489_2094.35_2095.47.wav,vizinhos
train_pc_ma_hv168_pc_ma_hv168_43_211.94_236.21.wav,viúvo
train_mb_hv130_mb_hv130_1035_3704.57_3706.33.wav,pescam
train_pc_ma_hv146_pc_ma_hv146_658_3804.23_3816.16.wav,obaluiaê
train_pc_ma_hv092_pc_ma_hv092_500_3222.56_3232.39.wav,anhembi
train_pc_ma_hv213_pc_ma_hv213_1371_7655.076_7662.282.wav,bach
train_pc_ma_hv069_pc_ma_hv069_598_2873.55_2874.47.wav,tocando
train_pc_ma_hv144_pc_ma_hv144_94_723.204_736.582.wav,shena
train_pc_ma_hv093_pc_ma_hv093_302_1515.00_1523.03.wav,bonde
train_pc_ma_hv211_pc_ma_hv211_988_4760.713000000001_4767.077.wav,dormência
train_pc_ma_hv125_pc_ma_hv125_430_2240.34_2248.50.wav,jogar confete
train_pc_ma_hv030_pc_ma_hv030_741_3058.096_3062.357.wav,rottweiler
train_pc_ma_hv149_pc_ma_hv149_37_155.47_160.11.wav,senhora
train_pc_ma_hv028_pc_ma_hv028_623_4379.522_4386.067.wav,verba
train_pc_ma_hv164_pc_ma_hv164_171_850.05_853.39.wav,plamitau
train_mb_hv104_mb_hv104_865_4334.70_4335.89.wav,maxixe
train_pc_ma_hv145_pc_ma_hv145_350_1532.89_1533.93.wav,molho de tomate
train_pc_ma_hv012_pc_ma_hv012_555_2235.83_2244.572.wav,editório
train_pc_ma_hv213_pc_ma_hv213_1031_5737.981000000001_5740.282.wav,lugares marcantes
train_mb_hv101_mb_hv101_541_1803.92_1807.26.wav,desfilha
train_pc_ma_hv115_pc_ma_hv115_150_483.24_484.64.wav,kamikaze
train_pc_ma_hv128_pc_ma_hv128_494_2579.65_2585.34.wav,playboysada
train_pc_ma_hv160_pc_ma_hv160_324_1663.94_1670.12.wav,mogi
train_pc_ma_hv240_pc_ma_hv240_19_106.02_108.441.wav,"san nicola, litorânea"
train_pc_ma_hv136_pc_ma_hv136_1740_10169.99_10173.19.wav,berti
train_pc_ma_hv167_pc_ma_hv167_975_3554.64_3559.85.wav,operador máximo
train_pc_ma_hv005_pc_ma_hv005_589_3836.67_3846.617.wav,jeep
train_pc_ma_hv028_pc_ma_hv028_831_6143.157_6149.34.wav,relação candidato vaga
train_pc_ma_hv060_pc_ma_hv060_221_1061.33_1067.48.wav,se be 
train_mb_hv106_mb_hv106_399_1567.88_1569.61.wav,"farinha, carros-chefe"
train_pc_ma_hv108_pc_ma_hv108_413_1649.94_1655.34.wav,"lacoupole, saint-german-des-prés"
train_pc_ma_hv086_pc_ma_hv086_256_1319.84_1322.66.wav,cheiro
train_mb_hv127_mb_hv127_765_2269.41_2270.41.wav,cila
train_mb_hv117_mb_hv117_466_2055.28_2066.22.wav,primeiras ações
train_pc_ma_hv196_pc_ma_hv196_695_3216.89_3220.35.wav,aeronáutica
train_pc_ma_hv178_pc_ma_hv178_2873_11487.81_11489.87.wav,loteria
train_pc_ma_hv109_pc_ma_hv109_393_2550.40_2556.72.wav,mauro maurois
train_mb_hv115_mb_hv115_1116_4816.34_4821.91.wav,juruti
train_pc_ma_hv240_pc_ma_hv240_40_214.64_220.22099999999998.wav,nora
train_pc_ma_hv012_pc_ma_hv012_8_16.615_17.475.wav,avós
train_mb_hv122_mb_hv122_840_3022.05_3042.91.wav,palha verde
train_pc_ma_hv135_pc_ma_hv135_1082_4812.79_4814.07.wav,negocinho
train_mb_hv126_mb_hv126_1437_4461.10_4465.72.wav,ouro
train_pc_ma_hv197_pc_ma_hv197_1163_4652.15_4658.03.wav,peitos
train_pc_ma_hv194_pc_ma_hv194_1037_4209.35_4211.39.wav,samba rock
train_pc_ma_hv211_pc_ma_hv211_821_3820.697_3821.778.wav,camelo
train_pc_ma_hv266_pc_ma_hv266_18_90.26100000000001_99.048.wav,livre
train_pc_ma_hv078_pc_ma_hv078_777_3052.75_3057.11.wav,hélio
train_pc_ma_hv019_pc_ma_hv019_1014_5188.319_5191.62.wav,albert camus
train_pc_ma_hv006_pc_ma_hv006_958_3565.439_3572.582.wav,sarampo
train_pc_ma_hv228_pc_ma_hv228_414_1838.757_1846.2610000000002.wav,"bivenito granda, miguel aceves verrias"
train_pc_ma_hv270_pc_ma_hv270_689_3753.305_3758.546.wav,biólogos
train_mb_hv109_mb_hv109_717_3583.57_3590.36.wav,mundurucus
train_pc_ma_hv085_pc_ma_hv085_1550_6236.35_6241.42.wav,caraguá ilhabela
train_pc_ma_hv206_pc_ma_hv206_376_2207.33_2221.62.wav,fazendeiro
train_pc_ma_hv115_pc_ma_hv115_462_1474.74_1479.20.wav,plantei
